	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[NO-BLAST]	tr|A0A0P0EV75|A0A0P0EV75_AZOBR	---NA---	279											
true	[NO-BLAST]	tr|A0A0P0EXK2|A0A0P0EXK2_AZOBR	---NA---	323											
true	[NO-BLAST]	tr|A0A0P0EQG6|A0A0P0EQG6_AZOBR	---NA---	332											
true	[NO-BLAST]	tr|A0A0P0ELU6|A0A0P0ELU6_AZOBR	---NA---	66											
true	[NO-BLAST]	tr|A0A0P0EVI8|A0A0P0EVI8_AZOBR	---NA---	225											
true	[BLASTED, MAPPED]	tr|A0A0P0F0V2|A0A0P0F0V2_AZOBR	YONR_BACSURecName: Full=SPBc2 prophage-derived uncharacterized HTH-type transcriptional regulator YonR	112	2	7.47742E-5	56.06	2	F:GO:0003677; F:GO:0043565	F:DNA binding; F:sequence-specific DNA binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F9F7|A0A0P0F9F7_AZOBR	histidine kinase	489	20	0.0	83.83	6	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0016021; P:GO:0018106; P:GO:0023014	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:integral component of membrane; P:peptidyl-histidine phosphorylation; P:signal transduction by protein phosphorylation	EC:2.7.13.3	Histidine kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJV5|A0A0P0EJV5_AZOBR	nuclear transport factor 2 family protein	159	20	4.63885E-113	81.84	1	F:GO:0016853	F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EKZ4|A0A0P0EKZ4_AZOBR	DNA-binding protein	175	20	4.45506E-121	81.37	1	F:GO:0003677	F:DNA binding					
true	[NO-BLAST]	tr|A0A0P0EQI5|A0A0P0EQI5_AZOBR	---NA---	133											
true	[BLASTED, MAPPED]	tr|A0A0P0EWH2|A0A0P0EWH2_AZOBR	GACA_PSEAERecName: Full=Response regulator GacA; AltName: Full=Global activator	125	8	1.1705E-5	55.1	28	F:GO:0000156; P:GO:0000160; F:GO:0000166; F:GO:0000976; F:GO:0001216; F:GO:0001217; F:GO:0003677; F:GO:0003700; F:GO:0003700; F:GO:0005524; C:GO:0005737; C:GO:0005829; P:GO:0006355; P:GO:0006808; F:GO:0008134; P:GO:0009399; P:GO:0009405; C:GO:0032993; P:GO:0042121; P:GO:0043107; F:GO:0043565; P:GO:0045892; P:GO:0045893; P:GO:0071978; P:GO:1900192; P:GO:1900233; P:GO:1901031; P:GO:2000147	F:phosphorelay response regulator activity; P:phosphorelay signal transduction system; F:nucleotide binding; F:transcription regulatory region sequence-specific DNA binding; F:DNA-binding transcription activator activity; F:DNA-binding transcription repressor activity; F:DNA binding; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity; F:ATP binding; C:cytoplasm; C:cytosol; P:regulation of transcription, DNA-templated; P:regulation of nitrogen utilization; F:transcription factor binding; P:nitrogen fixation; P:pathogenesis; C:protein-DNA complex; P:alginic acid biosynthetic process; P:type IV pilus-dependent motility; F:sequence-specific DNA binding; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:bacterial-type flagellum-dependent swarming motility; P:positive regulation of single-species biofilm formation; P:positive regulation of single-species biofilm formation on inanimate substrate; P:regulation of response to reactive oxygen species; P:positive regulation of cell motility					
true	[NO-BLAST]	tr|A0A0P0F4G4|A0A0P0F4G4_AZOBR	---NA---	389											
true	[NO-BLAST]	tr|A0A0P0F6J5|A0A0P0F6J5_AZOBR	---NA---	92											
true	[NO-BLAST]	tr|A0A0P0FH90|A0A0P0FH90_AZOBR	---NA---	398											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0A2|A0A0P0F0A2_AZOBR	APPA_BACSURecName: Full=Oligopeptide-binding protein AppA; Flags: Precursor	558	20	1.00113E-25	42.03	5	F:GO:0005488; P:GO:0006857; P:GO:0009987; C:GO:0044464; P:GO:0050896	F:binding; P:oligopeptide transport; P:cellular process; C:obsolete cell part; P:response to stimulus					
true	[BLASTED, MAPPED]	tr|A0A0P0F3D0|A0A0P0F3D0_AZOBR	YETK_BACSURecName: Full=Uncharacterized transporter YetK	299	1	3.01823E-24	54.85	3	C:GO:0005886; C:GO:0016020; C:GO:0016021	C:plasma membrane; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I826|A0A0N7I826_AZOBR	drug:proton antiporter	125	20	5.28737E-85	83.02	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I945|A0A0N7I945_AZOBR	YUFO_BACSURecName: Full=Uncharacterized ABC transporter ATP-binding protein YufO	513	20	4.4079E-123	55.76	2	P:GO:0008643; F:GO:0016787	P:carbohydrate transport; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8A5|A0A0N7I8A5_AZOBR	PAOC_ECOLIRecName: Full=Aldehyde oxidoreductase molybdenum-binding subunit PaoC	730	9	0.0	51.71	7	F:GO:0005515; P:GO:0006974; F:GO:0030151; C:GO:0042597; P:GO:0044237; F:GO:0047770; P:GO:0055114	F:protein binding; P:cellular response to DNA damage stimulus; F:molybdenum ion binding; C:periplasmic space; P:cellular metabolic process; F:carboxylate reductase activity; P:oxidation-reduction process	EC:1.2.99.6	Carboxylate reductase			
true	[NO-BLAST]	tr|A0A0N7I8Z4|A0A0N7I8Z4_AZOBR	---NA---	296											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FE31|A0A0P0FE31_AZOBR	GRST_ANEMIRecName: Full=Gramicidin S biosynthesis protein GrsT	246	9	4.7274E-31	48.26	5	F:GO:0003824; P:GO:0017000; P:GO:0044550; P:GO:1901360; P:GO:1901576	F:catalytic activity; P:antibiotic biosynthetic process; P:secondary metabolite biosynthetic process; P:organic cyclic compound metabolic process; P:organic substance biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0Z0|A0A0P0F0Z0_AZOBR	YNHG_ECOLIRecName: Full=Probable L,D-transpeptidase YnhG; Flags: Precursor	310	10	2.59095E-19	51.73	7	F:GO:0005515; F:GO:0016755; F:GO:0016807; P:GO:0018104; C:GO:0042597; P:GO:0043164; F:GO:0071972	F:protein binding; F:transferase activity, transferring amino-acyl groups; F:cysteine-type carboxypeptidase activity; P:peptidoglycan-protein cross-linking; C:periplasmic space; P:Gram-negative-bacterium-type cell wall biogenesis; F:peptidoglycan L,D-transpeptidase activity	EC:3.4.21; EC:3.4.16; EC:3.4.18	Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases)			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJI6|A0A0P0EJI6_AZOBR	DPPA_ECOLIRecName: Full=Periplasmic dipeptide transport protein; AltName: Full=Dipeptide-binding protein; Short=DBP; Flags: Precursor	521	20	2.52089E-45	43.31	4	P:GO:0009987; P:GO:0015833; C:GO:0044464; P:GO:0050896	P:cellular process; P:peptide transport; C:obsolete cell part; P:response to stimulus					
true	[NO-BLAST]	tr|A0A0P0F757|A0A0P0F757_AZOBR	---NA---	294											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I937|A0A0N7I937_AZOBR	CTPA_BARBKRecName: Full=Carboxy-terminal-processing protease; Short=C-terminal-processing protease; Flags: Precursor	405	17	3.11197E-78	50.81	6	F:GO:0008233; P:GO:0009987; P:GO:0019538; F:GO:0042802; C:GO:0044464; P:GO:0050896	F:peptidase activity; P:cellular process; P:protein metabolic process; F:identical protein binding; C:obsolete cell part; P:response to stimulus					
true	[NO-BLAST]	tr|A0A0P0EFV0|A0A0P0EFV0_AZOBR	---NA---	353											
true	[NO-BLAST]	tr|A0A0P0EXN3|A0A0P0EXN3_AZOBR	---NA---	318											
true	[BLASTED, MAPPED]	tr|A0A0P0F1S7|A0A0P0F1S7_AZOBR	Y148_BORPERecName: Full=UPF0065 protein BP0148; AltName: Full=ORF5; Flags: Precursor	311	5	1.46844E-25	45.26	2	C:GO:0030288; C:GO:0042597	C:outer membrane-bounded periplasmic space; C:periplasmic space					
true	[NO-BLAST]	tr|A0A0P0F5Q5|A0A0P0F5Q5_AZOBR	---NA---	63											
true	[NO-BLAST]	tr|A0A0P0FCU7|A0A0P0FCU7_AZOBR	---NA---	339											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FDE3|A0A0P0FDE3_AZOBR	FHCC_METEARecName: Full=Formyltransferase/hydrolase complex Fhc subunit C	274	1	2.01971E-20	56.73	1	P:GO:0006730	P:one-carbon metabolic process					
true	[NO-BLAST]	tr|A0A0P0FF41|A0A0P0FF41_AZOBR	---NA---	176											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EKW0|A0A0P0EKW0_AZOBR	4'-phosphopantetheinyl transferase superfamily protein	241	20	7.42603E-167	74.48	2	F:GO:0000287; F:GO:0008897	F:magnesium ion binding; F:holo-[acyl-carrier-protein] synthase activity	EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EYE5|A0A0P0EYE5_AZOBR	2-dehydropantoate 2-reductase	341	20	0.0	93.32	2	F:GO:0008677; P:GO:0055114	F:2-dehydropantoate 2-reductase activity; P:oxidation-reduction process	EC:1.1.1.169	2-dehydropantoate 2-reductase			
true	[NO-BLAST]	tr|A0A0P0F1V2|A0A0P0F1V2_AZOBR	---NA---	291											
true	[BLASTED]	tr|A0A0P0ES64|A0A0P0ES64_AZOBR	transcriptional regulator	120	20	6.03497E-81	92.26								
true	[NO-BLAST]	tr|A0A0P0E903|A0A0P0E903_AZOBR	---NA---	465											
true	[NO-BLAST]	tr|A0A0P0EZZ6|A0A0P0EZZ6_AZOBR	---NA---	231											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0N5|A0A0P0F0N5_AZOBR	glycoside hydrolase	603	20	0.0	88.85	3	F:GO:0004553; P:GO:0005975; C:GO:0016021	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; C:integral component of membrane					
true	[NO-BLAST]	tr|A0A0P0F747|A0A0P0F747_AZOBR	---NA---	206											
true	[NO-BLAST]	tr|A0A0P0F8S1|A0A0P0F8S1_AZOBR	---NA---	105											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F9K4|A0A0P0F9K4_AZOBR	ARLY_RHORTRecName: Full=Argininosuccinate lyase; Short=ASAL; AltName: Full=Arginosuccinase	476	20	0.0	78.87	3	F:GO:0004056; C:GO:0005737; P:GO:0042450	F:argininosuccinate lyase activity; C:cytoplasm; P:arginine biosynthetic process via ornithine	EC:4.3.2.1	Argininosuccinate lyase			
true	[NO-BLAST]	tr|A0A0P0F320|A0A0P0F320_AZOBR	---NA---	263											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0N6|A0A0P0F0N6_AZOBR	BARA_ECO57RecName: Full=Signal transduction histidine-protein kinase BarA	1012	20	3.86168E-73	53.1	9	F:GO:0000155; P:GO:0000160; F:GO:0005515; C:GO:0005886; F:GO:0009927; F:GO:0016787; P:GO:0042542; P:GO:0046777; P:GO:0071310	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:protein binding; C:plasma membrane; F:histidine phosphotransfer kinase activity; F:hydrolase activity; P:response to hydrogen peroxide; P:protein autophosphorylation; P:cellular response to organic substance	EC:2.7.13.3	Histidine kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EKD2|A0A0P0EKD2_AZOBR	AMP nucleosidase	509	20	0.0	92.7	3	F:GO:0008714; P:GO:0009116; P:GO:0044209	F:AMP nucleosidase activity; P:nucleoside metabolic process; P:AMP salvage	EC:3.2.2.4	AMP nucleosidase			
true	[NO-BLAST]	tr|A0A0P0F4H0|A0A0P0F4H0_AZOBR	---NA---	171											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E723|A0A0P0E723_AZOBR	GPMB_PHOLLRecName: Full=Probable phosphoglycerate mutase GpmB; AltName: Full=PGAM; AltName: Full=Phosphoglyceromutase	195	20	1.49377E-9	49.53	3	F:GO:0004619; P:GO:0005975; F:GO:0016791	F:phosphoglycerate mutase activity; P:carbohydrate metabolic process; F:phosphatase activity	EC:5.4.2.1; EC:3.1.3.41	Intramolecular transferases; 4-nitrophenylphosphatase			
true	[NO-BLAST]	tr|A0A0P0EYL1|A0A0P0EYL1_AZOBR	---NA---	125											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F200|A0A0P0F200_AZOBR	CNBH_COMTERecName: Full=2-amino-5-chloromuconic acid deaminase; AltName: Full=2-aminomuconate deaminase	446	20	7.04377E-54	47.09	1	F:GO:0016787	F:hydrolase activity					
true	[NO-BLAST]	tr|A0A0P0E849|A0A0P0E849_AZOBR	---NA---	370											
true	[NO-BLAST]	tr|A0A0P0F1S5|A0A0P0F1S5_AZOBR	---NA---	292											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4M7|A0A0P0F4M7_AZOBR	amidase	470	20	0.0	78.88	2	F:GO:0004040; F:GO:0016740	F:amidase activity; F:transferase activity	EC:3.5.1.4	Amidase			
true	[NO-BLAST]	tr|A0A0P0EU89|A0A0P0EU89_AZOBR	---NA---	204											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F2B4|A0A0P0F2B4_AZOBR	LIVF_SALTYRecName: Full=High-affinity branched-chain amino acid transport ATP-binding protein LivF; AltName: Full=LIV-I protein F	244	20	7.03402E-79	55.77	11	F:GO:0000166; F:GO:0005304; F:GO:0015188; P:GO:0015808; P:GO:0015823; F:GO:0042626; P:GO:0042941; C:GO:0043190; P:GO:0089718; P:GO:1903714; P:GO:1903785	F:nucleotide binding; F:L-valine transmembrane transporter activity; F:L-isoleucine transmembrane transporter activity; P:L-alanine transport; P:phenylalanine transport; F:ATPase-coupled transmembrane transporter activity; P:D-alanine transport; C:ATP-binding cassette (ABC) transporter complex; P:amino acid import across plasma membrane; P:isoleucine transmembrane transport; P:L-valine transmembrane transport	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase			
true	[NO-BLAST]	tr|A0A0P0F531|A0A0P0F531_AZOBR	---NA---	479											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E9V4|A0A0P0E9V4_AZOBR	Y4187_BRUSURecName: Full=Putative ATP-binding protein BRA1187/BS1330_II1178	262	20	2.48551E-84	65.08	3	P:GO:0006820; F:GO:0008509; F:GO:0016787	P:anion transport; F:anion transmembrane transporter activity; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FH00|A0A0P0FH00_AZOBR	UPP_RHIE6RecName: Full=Uracil phosphoribosyltransferase; AltName: Full=UMP pyrophosphorylase; AltName: Full=UPRTase	211	20	7.57594E-98	80.13	5	F:GO:0000287; F:GO:0004845; F:GO:0005525; P:GO:0006223; P:GO:0044206	F:magnesium ion binding; F:uracil phosphoribosyltransferase activity; F:GTP binding; P:uracil salvage; P:UMP salvage	EC:2.4.2.9	Uracil phosphoribosyltransferase			
true	[NO-BLAST]	tr|A0A0P0EKR5|A0A0P0EKR5_AZOBR	---NA---	299											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EPV6|A0A0P0EPV6_AZOBR	HLYC_RICFERecName: Full=Hemolysin C	305	20	4.2526E-63	61.82	3	C:GO:0016020; P:GO:0019835; P:GO:0031640	C:membrane; P:cytolysis; P:killing of cells of other organism					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EUD5|A0A0P0EUD5_AZOBR	TRAP transporter large permease	426	20	0.0	86.41	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F3K0|A0A0P0F3K0_AZOBR	homoserine O-acetyltransferase	403	20	0.0	95.12	3	F:GO:0004414; C:GO:0005737; P:GO:0009086	F:homoserine O-acetyltransferase activity; C:cytoplasm; P:methionine biosynthetic process	EC:2.3.1.31	Homoserine O-acetyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ELY9|A0A0P0ELY9_AZOBR	deoxyribose-phosphate aldolase	296	20	0.0	88.3	4	F:GO:0004139; C:GO:0005737; P:GO:0009264; P:GO:0046386	F:deoxyribose-phosphate aldolase activity; C:cytoplasm; P:deoxyribonucleotide catabolic process; P:deoxyribose phosphate catabolic process	EC:4.1.2.4	Deoxyribose-phosphate aldolase			
true	[NO-BLAST]	tr|A0A0N7I870|A0A0N7I870_AZOBR	---NA---	325											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8H8|A0A0N7I8H8_AZOBR	Y1356_AGRFCRecName: Full=UPF0283 membrane protein Atu1356	346	20	8.48896E-32	62.47	1	C:GO:0016020	C:membrane					
true	[NO-BLAST]	tr|A0A0P0EMV8|A0A0P0EMV8_AZOBR	---NA---	221											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F6H1|A0A0P0F6H1_AZOBR	RIBD_AQUAERecName: Full=Riboflavin biosynthesis protein RibD; Includes: RecName: Full=Diaminohydroxyphosphoribosylaminopyrimidine deaminase; Short=DRAP deaminase; AltName: Full=Riboflavin-specific deaminase; Includes: RecName: Full=5-amino-6-(5-phosphoribosylamino)uracil reductase; AltName: Full=HTP reductase	372	17	7.29983E-60	55.73	5	F:GO:0005515; F:GO:0008703; F:GO:0008835; P:GO:0009231; F:GO:0050661	F:protein binding; F:5-amino-6-(5-phosphoribosylamino)uracil reductase activity; F:diaminohydroxyphosphoribosylaminopyrimidine deaminase activity; P:riboflavin biosynthetic process; F:NADP binding	EC:3.5.4.26; EC:1.1.1.193	Diaminohydroxyphosphoribosylaminopyrimidine deaminase; 5-amino-6-(5-phosphoribosylamino)uracil reductase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FFX6|A0A0P0FFX6_AZOBR	ADP-glyceromanno-heptose 6-epimerase	328	20	0.0	94.62	4	P:GO:0005975; F:GO:0008712; F:GO:0050661; P:GO:0097171	P:carbohydrate metabolic process; F:ADP-glyceromanno-heptose 6-epimerase activity; F:NADP binding; P:ADP-L-glycero-beta-D-manno-heptose biosynthetic process	EC:5.1.3.20	ADP-glyceromanno-heptose 6-epimerase			
true	[NO-BLAST]	tr|A0A0P0EJA9|A0A0P0EJA9_AZOBR	---NA---	771											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FFP8|A0A0P0FFP8_AZOBR	GFA family protein	164	20	1.43038E-117	87.59	2	F:GO:0016740; F:GO:0016846	F:transferase activity; F:carbon-sulfur lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I868|A0A0N7I868_AZOBR	thiaminase II	221	20	5.26092E-159	85.46	3	P:GO:0009228; P:GO:0009229; F:GO:0050334	P:thiamine biosynthetic process; P:thiamine diphosphate biosynthetic process; F:thiaminase activity	EC:3.5.99.2	Aminopyrimidine aminohydrolase			
true	[BLASTED]	tr|A0A0P0EV43|A0A0P0EV43_AZOBR	ABC transporter substrate-binding protein	351	20	0.0	88.54								
true	[NO-BLAST]	tr|A0A0P0F3X8|A0A0P0F3X8_AZOBR	---NA---	134											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4J6|A0A0P0F4J6_AZOBR	EXOP_RHIMERecName: Full=Succinoglycan biosynthesis transport protein ExoP	782	17	3.49686E-35	47.37	6	F:GO:0005515; C:GO:0016020; F:GO:0016301; P:GO:0016310; P:GO:0033692; C:GO:0044464	F:protein binding; C:membrane; F:kinase activity; P:phosphorylation; P:cellular polysaccharide biosynthetic process; C:obsolete cell part					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FF86|A0A0P0FF86_AZOBR	MAIA_PSEPKRecName: Full=Maleate isomerase; AltName: Full=Maleate cis-trans isomerase; AltName: Full=Nicotinate degradation protein E	251	3	1.0003E-137	77.61	3	P:GO:0019439; F:GO:0050076; P:GO:0051289	P:aromatic compound catabolic process; F:maleate isomerase activity; P:protein homotetramerization	EC:5.2.1.1	Maleate isomerase			
true	[NO-BLAST]	tr|A0A0P0ERB8|A0A0P0ERB8_AZOBR	---NA---	143											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ERP2|A0A0P0ERP2_AZOBR	histidine kinase	993	20	0.0	84.55	3	F:GO:0000155; P:GO:0000160; P:GO:0023014	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; P:signal transduction by protein phosphorylation	EC:2.7.13.3	Histidine kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EY01|A0A0P0EY01_AZOBR	copper oxidase	498	20	0.0	83.86	3	F:GO:0005507; F:GO:0052716; P:GO:0055114	F:copper ion binding; F:hydroquinone:oxygen oxidoreductase activity; P:oxidation-reduction process	EC:1.10.3; EC:1.10.3.2	Acting on diphenols and related substances as donors; Laccase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7I3|A0A0N7I7I3_AZOBR	cytochrome C	130	20	3.37498E-93	86.33	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EK69|A0A0P0EK69_AZOBR	BTSR_SALTYRecName: Full=Transcriptional regulatory protein BtsR	239	20	3.11233E-82	61.52	5	F:GO:0000156; P:GO:0000160; F:GO:0003677; F:GO:0005515; P:GO:0006355	F:phosphorelay response regulator activity; P:phosphorelay signal transduction system; F:DNA binding; F:protein binding; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F5A4|A0A0P0F5A4_AZOBR	IclR family transcriptional regulator	294	20	0.0	89.71	2	F:GO:0003677; P:GO:0006355	F:DNA binding; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED]	tr|A0A0P0F210|A0A0P0F210_AZOBR	Y1516_MYCBORecName: Full=Uncharacterized protein Mb1516	320	1	4.19504E-14	46.78	2	C:GO:0005829; C:GO:0005886	C:cytosol; C:plasma membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EIQ4|A0A0P0EIQ4_AZOBR	CDP-diacylglycerol O-phosphatidyltransferase	302	20	0.0	87.71	3	F:GO:0003882; P:GO:0008654; C:GO:0016021	F:CDP-diacylglycerol-serine O-phosphatidyltransferase activity; P:phospholipid biosynthetic process; C:integral component of membrane	EC:2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F1E9|A0A0P0F1E9_AZOBR	ATP-binding cassette domain-containing protein	263	20	0.0	89.62	2	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATPase activity	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase			
true	[NO-BLAST]	tr|A0A0N7I887|A0A0N7I887_AZOBR	---NA---	108											
true	[NO-BLAST]	tr|A0A0P0ENN9|A0A0P0ENN9_AZOBR	---NA---	179											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FEY6|A0A0P0FEY6_AZOBR	iron-sulfur cluster-binding protein	474	20	0.0	90.96	2	P:GO:0019516; F:GO:0051536	P:lactate oxidation; F:iron-sulfur cluster binding					
true	[NO-BLAST]	tr|A0A0P0EZ19|A0A0P0EZ19_AZOBR	---NA---	148											
true	[NO-BLAST]	tr|A0A0P0F3T4|A0A0P0F3T4_AZOBR	---NA---	1412											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7V1|A0A0P0F7V1_AZOBR	TAM_AZOSBRecName: Full=Trans-aconitate 2-methyltransferase	254	20	7.67067E-65	59.78	1	F:GO:0016740	F:transferase activity					
true	[BLASTED]	tr|A0A0N7I885|A0A0N7I885_AZOBR	excinuclease ABC subunit A	137	20	5.00862E-97	85.92								
true	[NO-BLAST]	tr|A0A0N7I8B7|A0A0N7I8B7_AZOBR	---NA---	342											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E8X1|A0A0P0E8X1_AZOBR	leucyl/phenylalanyl-tRNA--protein transferase	213	20	5.24739E-153	88.71	3	C:GO:0005737; F:GO:0008914; P:GO:0030163	C:cytoplasm; F:leucyltransferase activity; P:protein catabolic process	EC:2.3.2.6	Lysine/arginine leucyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FD36|A0A0P0FD36_AZOBR	glutathione S-transferase	201	20	3.06497E-140	88.82	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F600|A0A0P0F600_AZOBR	glyoxylate carboligase	589	20	0.0	94.99	5	F:GO:0000287; F:GO:0009028; P:GO:0009436; F:GO:0016874; F:GO:0030976	F:magnesium ion binding; F:tartronate-semialdehyde synthase activity; P:glyoxylate catabolic process; F:ligase activity; F:thiamine pyrophosphate binding	EC:4.1.1.47	Tartronate-semialdehyde synthase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7W7|A0A0P0F7W7_AZOBR	arginine deiminase	409	20	0.0	91.34	4	C:GO:0005737; F:GO:0016990; P:GO:0018101; P:GO:0019547	C:cytoplasm; F:arginine deiminase activity; P:protein citrullination; P:arginine catabolic process to ornithine	EC:3.5.3.6	Arginine deiminase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EBV9|A0A0P0EBV9_AZOBR	ABC transporter ATP-binding protein	520	20	0.0	94.63	3	F:GO:0005524; P:GO:0008643; F:GO:0016887	F:ATP binding; P:carbohydrate transport; F:ATPase activity	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase			
true	[NO-BLAST]	tr|A0A0P0EM73|A0A0P0EM73_AZOBR	---NA---	600											
true	[BLASTED, MAPPED]	tr|A0A0P0ESB9|A0A0P0ESB9_AZOBR	BAMA_NEORIRecName: Full=Outer membrane protein assembly factor BamA; Flags: Precursor	788	20	4.41767E-106	47.59	7	C:GO:0009279; C:GO:0016020; C:GO:0016021; C:GO:0019867; P:GO:0043165; P:GO:0051205; P:GO:0071709	C:cell outer membrane; C:membrane; C:integral component of membrane; C:outer membrane; P:Gram-negative-bacterium-type cell outer membrane assembly; P:protein insertion into membrane; P:membrane assembly					
true	[BLASTED]	tr|A0A0P0F5P2|A0A0P0F5P2_AZOBR	formylglycine-generating enzyme family protein	306	20	0.0	88.09								
true	[NO-BLAST]	tr|A0A0P0FGQ0|A0A0P0FGQ0_AZOBR	---NA---	77											
true	[NO-BLAST]	tr|A0A0P0F0L2|A0A0P0F0L2_AZOBR	---NA---	146											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7W0|A0A0P0F7W0_AZOBR	histidinol-phosphatase	260	20	0.0	92.37	6	F:GO:0004401; F:GO:0008934; P:GO:0016311; P:GO:0046854; F:GO:0052832; F:GO:0052833	F:histidinol-phosphatase activity; F:inositol monophosphate 1-phosphatase activity; P:dephosphorylation; P:phosphatidylinositol phosphorylation; F:inositol monophosphate 3-phosphatase activity; F:inositol monophosphate 4-phosphatase activity	EC:3.1.3.25; EC:3.1.3.15; EC:3.1.3.41	Inositol-phosphate phosphatase; Histidinol-phosphatase; 4-nitrophenylphosphatase			
