#Accession	Name	No_orfs	Coverage	Abundance	Description
COG1488	PncB	1	0.834567	0.000192	Nicotinic acid phosphoribosyltransferase
COG1489	SfsA	1	0.970212	0.000223	DNA-binding protein, stimulates sugar fermentation
COG1492	CobQ	1	0.997942	0.00023	Cobyric acid synthase
COG1493	HprK	1	0.37987	8.7e-05	Serine kinase of the HPr protein, regulates carbohydrate metabolism
COG1494	GlpX	1	0.984939	0.000227	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related proteins
COG1495	DsbB	1	0.87647	0.000202	Disulfide bond formation protein DsbB
COG1496	yfiH	1	0.967871	0.000223	Multicopper polyphenol oxidase (laccase)
COG1502	Cls	2	1.456621	0.000335	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes
COG1508	RpoN	1	1	0.00023	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog
COG1509	KamA	1	0.915989	0.000211	Lysine 2,3-aminomutase
COG1514	LigT	1	0.994444	0.000229	2'-5' RNA ligase
COG1518	COG1518	1	0.993883	0.000229	CRISPR-associated protein Cas1
COG1519	KdtA	1	1	0.00023	3-deoxy-D-manno-octulosonic-acid transferase
COG1520	COG1520	1	0.964864	0.000222	FOG: WD40-like repeat
COG1521	COG1521	1	1	0.00023	Pantothenate kinase type III (Bvg accessory factor family protein)
COG1522	Lrp	14	12.240259	0.002821	Transcriptional regulators
COG1523	PulA	2	1.961262	0.000452	Type II secretory pathway, pullulanase PulA and related glycosidases
COG1525	COG1525	3	1.828125	0.000421	Micrococcal nuclease (thermonuclease) homologs
COG1526	FdhD	3	2.725563	0.000628	Uncharacterized protein required for formate dehydrogenase activity
COG1529	CoxL	7	6.954856	0.001602	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs
COG1530	CafA	2	1.811088	0.000417	Ribonucleases G and E
COG1533	SplB	2	1.053872	0.000242	DNA repair photolyase
COG1535	EntB	1	0.990825	0.000228	Isochorismate hydrolase
COG1536	FliG	2	1.943952	0.000448	Flagellar motor switch protein
COG1538	TolC	4	3.634573	0.000837	Outer membrane protein
COG1539	FolB	3	2.644628	0.000609	Dihydroneopterin aldolase
COG1540	COG1540	1	0.988095	0.000227	Uncharacterized proteins, homologs of lactam utilization protein B
COG1541	PaaK	1	0.949771	0.000218	Coenzyme F390 synthetase
COG1544	COG1544	2	1.927272	0.000444	Ribosome-associated protein Y (PSrp-1)
COG1545	COG1545	3	2.342857	0.000539	Predicted nucleic-acid-binding protein containing a Zn-ribbon
COG1546	CinA	1	0.981481	0.000226	Uncharacterized protein (competence- and mitomycin-induced)
COG1555	ComEA	1	0.483221	0.000111	DNA uptake protein and related DNA-binding proteins
COG1556	COG1556	2	1.977064	0.000455	Uncharacterized conserved protein
COG1558	FlgC	2	2	0.00046	Flagellar basal body rod protein
COG1559	COG1559	1	0.976608	0.000225	Aminodeoxychorismate lyase
COG1560	HtrB	1	0.915584	0.000211	Lauroyl/myristoyl acyltransferase
COG1561	COG1561	1	0.986206	0.000227	Uncharacterized stress-induced protein
COG1562	ERG9	3	2.805555	0.000646	Phytoene/squalene synthetase
COG1565	COG1565	1	0.986486	0.000227	Uncharacterized conserved protein
COG1566	EmrA	8	6.889204	0.001587	Multidrug resistance efflux pump
COG1569	COG1569	1	0.936619	0.000215	Predicted nucleic acid-binding protein, contains PIN domain
COG1570	XseA	1	0.988636	0.000227	Exonuclease VII, large subunit
COG1573	COG1573	5	4.282178	0.000986	Uracil-DNA glycosylase
COG1574	COG1574	2	1.145794	0.000264	Predicted metal-dependent hydrolase with the TIM-barrel fold
COG1576	COG1576	1	1	0.00023	Uncharacterized conserved protein
COG1579	COG1579	1	0.414225	9.5e-05	Zn-ribbon protein, possibly nucleic acid-binding
COG1580	FliL	2	1.484276	0.000342	Flagellar basal body-associated protein
COG1585	COG1585	1	0.992857	0.000228	Membrane protein implicated in regulation of membrane protease activity
COG1586	SpeD	1	0.823529	0.000189	S-adenosylmethionine decarboxylase
COG1587	HemD	2	1.709677	0.000394	Uroporphyrinogen-III synthase
COG1589	FtsQ	1	0.918215	0.000211	Cell division septal protein
COG1592	COG1592	1	0.777108	0.000179	Rubrerythrin
COG1593	DctQ	11	10.947229	0.002523	TRAP-type C4-dicarboxylate transport system, large permease component
COG1595	RpoE	14	12.15934	0.002802	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog
COG1596	Wza	3	2.129707	0.00049	Periplasmic protein involved in polysaccharide export, contains    SLBB domain of b-grasp fold
COG1597	LCB5	3	2.936877	0.000676	Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase
COG1598	COG1598	1	0.739726	0.00017	Predicted nuclease of the RNAse H fold, HicB family
COG1600	COG1600	1	0.997032	0.000229	Uncharacterized Fe-S protein
COG1605	PheA	1	0.821782	0.000189	Chorismate mutase
COG1607	COG1607	1	0.808917	0.000186	Acyl-CoA hydrolase
COG1608	COG1608	1	0.992063	0.000228	Predicted archaeal kinase
COG1609	PurR	5	4.957957	0.001142	Transcriptional regulators
COG1610	COG1610	1	0.993243	0.000228	Uncharacterized conserved protein
COG1611	COG1611	4	3.375609	0.000778	Predicted Rossmann fold nucleotide-binding protein
COG1612	CtaA	1	0.978328	0.000225	Uncharacterized protein required for cytochrome oxidase assembly
COG1613	Sbp	2	1.87931	0.000433	ABC-type sulfate transport system, periplasmic component
COG1620	LldP	2	1.306513	0.000301	L-lactate permease
COG1622	CyoA	4	3.757085	0.000865	Heme/copper-type cytochrome/quinol oxidases, subunit 2
COG1629	CirA	6	5.903645	0.00136	Outer membrane receptor proteins, mostly Fe transport
COG1633	COG1633	2	1.232954	0.000284	Uncharacterized conserved protein
COG1638	DctP	12	11.442771	0.002637	TRAP-type C4-dicarboxylate transport system, periplasmic component
COG1640	MalQ	2	1.955769	0.00045	4-alpha-glucanotransferase
COG1643	HrpA	1	0.943195	0.000217	HrpA-like helicases
COG1648	CysG	1	0.833333	0.000192	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)
COG1651	DsbG	2	1.778688	0.000409	Protein-disulfide isomerase
COG1652	XkdP	2	0.635687	0.000146	Uncharacterized protein containing LysM domain
COG1653	UgpB	5	4.609699	0.001062	ABC-type sugar transport system, periplasmic component
COG1657	SqhC	1	0.98646	0.000227	Squalene cyclase
COG1660	COG1660	1	0.996503	0.000229	Predicted P-loop-containing kinase
COG1663	LpxK	1	0.872023	0.0002	Tetraacyldisaccharide-1-P 4'-kinase
COG1664	CcmA	1	0.643835	0.000148	Integral membrane protein CcmA involved in cell shape determination
COG1666	COG1666	1	0.981818	0.000226	Uncharacterized protein conserved in bacteria
COG1669	COG1669	1	0.85567	0.000197	Predicted nucleotidyltransferases
COG1670	RimL	10	8.679144	0.002	Acetyltransferases, including N-acetylases of ribosomal proteins
COG1671	COG1671	1	0.96	0.000221	Uncharacterized protein conserved in bacteria
COG1674	FtsK	2	1.54662	0.000356	DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1677	FliE	2	1.419047	0.000327	Flagellar hook-basal body protein
COG1678	COG1678	1	0.943298	0.000217	Putative transcriptional regulator
COG1680	AmpC	5	4.26923	0.000983	Beta-lactamase class C and other penicillin binding proteins
COG1682	TagG	2	1.870722	0.000431	ABC-type polysaccharide/polyol phosphate export systems, permease component
COG1684	FliR	2	1.868217	0.00043	Flagellar biosynthesis pathway, component FliR
COG1686	DacC	3	2.604113	0.0006	D-alanyl-D-alanine carboxypeptidase
COG1692	COG1692	1	1	0.00023	Calcineurin-like phosphoesterase
COG1695	COG1695	1	0.572463	0.000131	Predicted transcriptional regulators
COG1696	DltB	1	0.894117	0.000206	Predicted membrane protein involved in D-alanine export
COG1702	PhoH	2	1.577586	0.000363	Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1703	ArgK	1	0.987616	0.000227	Putative periplasmic protein kinase ArgK and related GTPases of G3E family
COG1706	FlgI	2	1.887671	0.000435	Flagellar basal-body P-ring protein
COG1708	COG1708	1	0.304687	7e-05	Predicted nucleotidyltransferases
COG1716	COG1716	2	1.089005	0.00025	FOG: FHA domain
COG1721	COG1721	2	1.228365	0.000283	Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)
COG1722	XseB	1	0.802469	0.000184	Exonuclease VII small subunit
COG1729	COG1729	1	0.839694	0.000193	Uncharacterized protein conserved in bacteria
COG1732	OpuBC	1	0.913333	0.00021	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)
COG1733	COG1733	2	1.8	0.000414	Predicted transcriptional regulators
COG1734	DksA	1	1	0.00023	DnaK suppressor protein
COG1737	RpiR	2	1.967971	0.000453	Transcriptional regulators
COG1739	COG1739	1	0.985221	0.000227	Uncharacterized conserved protein
COG1740	HyaA	1	0.856338	0.000197	Ni,Fe-hydrogenase I small subunit
COG1741	COG1741	3	2.840579	0.000654	Pirin-related protein
COG1744	Med	5	4.57971	0.001055	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein
COG1748	LYS9	1	0.953727	0.000219	Saccharopine dehydrogenase and related proteins
COG1749	FlgE	4	3.146572	0.000725	Flagellar hook protein FlgE
COG1752	RssA	3	2.800653	0.000645	Predicted esterase of the alpha-beta hydrolase superfamily
COG1754	COG1754	1	0.848993	0.000195	Uncharacterized C-terminal domain of topoisomerase IA
COG1755	COG1755	1	0.953488	0.000219	Uncharacterized protein conserved in bacteria
COG1757	NhaC	1	0.958762	0.00022	Na+/H+ antiporter
COG1758	RpoZ	1	1	0.00023	DNA-directed RNA polymerase, subunit K/omega
COG1762	PtsN	2	1.973684	0.000454	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1763	MobB	1	0.981366	0.000226	Molybdopterin-guanine dinucleotide biosynthesis protein
COG1764	osmC	3	2.888111	0.000665	Organic hydroperoxide reductase
COG1765	COG1765	2	1.846715	0.000425	Predicted redox protein, regulator of disulfide bond formation
COG1766	fliF	2	1.961467	0.000452	Flagellar basal body M-ring protein
COG1767	CitG	1	0.913194	0.00021	Triphosphoribosyl-dephospho-CoA synthetase
COG1773	COG1773	2	1.727272	0.000398	Rubredoxin
COG1776	CheC	2	1.428571	0.000329	Chemotaxis protein CheC, inhibitor of MCP methylation
COG1777	COG1777	1	0.788018	0.000181	Predicted transcriptional regulators
COG1788	AtoD	1	0.968181	0.000223	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit
COG1791	COG1791	1	0.961325	0.000221	Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG1792	MreC	1	0.94014	0.000216	Cell shape-determining protein
COG1793	CDC9	1	0.995495	0.000229	ATP-dependent DNA ligase
COG1794	RacX	1	1	0.00023	Aspartate racemase
COG1795	COG1795	1	0.952941	0.000219	Formaldehyde-activating enzyme nesessary for methanogenesis
COG1797	CobB	1	0.968957	0.000223	Cobyrinic acid a,c-diamide synthase
COG1801	COG1801	1	0.969581	0.000223	Uncharacterized conserved protein
COG1802	GntR	20	18.565217	0.004278	Transcriptional regulators
COG1803	MgsA	1	0.880281	0.000202	Methylglyoxal synthase
COG1804	CaiB	12	11.681818	0.002692	Predicted acyl-CoA transferases/carnitine dehydratase
COG1806	COG1806	1	0.963369	0.000222	Uncharacterized protein conserved in bacteria
COG1807	ArnT	1	0.854205	0.000196	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family
COG1815	FlgB	2	1.939849	0.000447	Flagellar basal body protein
COG1820	NagA	1	0.989473	0.000228	N-acetylglucosamine-6-phosphate deacetylase
COG1821	COG1821	1	0.899022	0.000207	Predicted ATP-utilizing enzyme (ATP-grasp superfamily)
COG1825	RplY	1	0.967741	0.000223	Ribosomal protein L25 (general stress protein Ctc)
COG1826	TatA	2	1.202127	0.000277	Sec-independent protein secretion pathway components
COG1828	PurS	1	0.963855	0.000222	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component
COG1830	FbaB	1	0.947169	0.000218	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes
COG1832	COG1832	1	0.992857	0.000228	Predicted CoA-binding protein
COG1833	COG1833	1	0.848484	0.000195	Uri superfamily endonuclease
COG1835	COG1835	3	2.841968	0.000655	Predicted acyltransferases
COG1838	FumA	1	0.961956	0.000221	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain
COG1840	AfuA	6	5.595317	0.001289	ABC-type Fe3+ transport system, periplasmic component
COG1841	RpmD	1	0.945454	0.000217	Ribosomal protein L30/L7E
COG1842	PspA	1	0.986666	0.000227	Phage shock protein A (IM30), suppresses sigma54-dependent transcription
COG1843	FlgD	2	1.693693	0.00039	Flagellar hook capping protein
COG1845	CyoC	4	3.746411	0.000863	Heme/copper-type cytochrome/quinol oxidase, subunit 3
COG1846	MarR	27	23.13492	0.005332	Transcriptional regulators
COG1850	RbcL	1	0.941724	0.000217	Ribulose 1,5-bisphosphate carboxylase, large subunit
COG1853	COG1853	1	0.903409	0.000208	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family
COG1855	COG1855	1	0.190397	4.3e-05	ATPase (PilT family)
COG1858	MauG	2	1.782967	0.00041	Cytochrome c peroxidase
COG1861	SpsF	1	0.975103	0.000224	Spore coat polysaccharide biosynthesis protein F, CMP-KDO synthetase homolog
COG1862	YajC	1	0.958762	0.00022	Preprotein translocase subunit YajC
COG1863	MnhE	1	1	0.00023	Multisubunit Na+/H+ antiporter, MnhE subunit
COG1864	NUC1	1	0.736654	0.000169	DNA/RNA endonuclease G, NUC1
COG1868	FliM	2	1.948795	0.000449	Flagellar motor switch protein
COG1871	CheD	3	2.871951	0.000661	Chemotaxis protein; stimulates methylation of MCP proteins
COG1872	COG1872	1	0.970588	0.000223	Uncharacterized conserved protein
COG1873	COG1873	2	1.287356	0.000296	Protein implicated in RNA metabolism, contains PRC-barrel domain
COG1877	OtsB	1	0.887218	0.000204	Trehalose-6-phosphatase
COG1879	RbsB	2	1.881987	0.000433	ABC-type sugar transport system, periplasmic component
COG1881	COG1881	1	0.867816	0.0002	Phospholipid-binding protein
COG1882	PflD	2	1.980132	0.000456	Pyruvate-formate lyase
COG1884	Sbm	1	1	0.00023	Methylmalonyl-CoA mutase, N-terminal domain/subunit
COG1886	FliN	3	1.75	0.000403	Flagellar motor switch/type III secretory pathway protein
COG1891	COG1891	1	0.919148	0.000211	Uncharacterized protein conserved in archaea
COG1893	ApbA	4	3.827361	0.000882	Ketopantoate reductase
COG1894	NuoF	3	2.908018	0.00067	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit
COG1896	COG1896	1	0.668393	0.000154	Predicted hydrolases of HD superfamily
COG1897	MetA	1	0.98697	0.000227	Homoserine trans-succinylase
COG1898	RfbC	1	1	0.00023	dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes
COG1902	NemA	2	1.950413	0.000449	NADH:flavin oxidoreductases, Old Yellow Enzyme family
COG1903	CbiD	1	0.978201	0.000225	Cobalamin biosynthesis protein CbiD
COG1904	UxaC	1	0.99136	0.000228	Glucuronate isomerase
COG1905	NuoE	5	3.7375	0.000861	NADH:ubiquinone oxidoreductase 24 kD subunit
COG1907	COG1907	1	1	0.00023	Predicted archaeal sugar kinases
COG1910	COG1910	1	0.955156	0.00022	Periplasmic molybdate-binding protein/domain
COG1912	COG1912	1	0.985074	0.000227	Uncharacterized conserved protein
COG1914	MntH	1	0.95673	0.00022	Mn2+ and Fe2+ transporters of the NRAMP family
COG1917	COG1917	7	4.305343	0.000992	Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG1918	FeoA	1	0.973333	0.000224	Fe2+ transport system protein A
COG1922	WecG	2	1.822134	0.000419	Teichoic acid biosynthesis proteins
COG1923	Hfq	1	0.948051	0.000218	Uncharacterized host factor I protein
COG1925	FruB	4	3.715909	0.000856	Phosphotransferase system, HPr-related proteins
COG1932	SerC	1	1	0.00023	Phosphoserine aminotransferase
COG1934	COG1934	2	1.658959	0.000382	Uncharacterized protein conserved in bacteria
COG1940	NagC	2	1.926751	0.000444	Transcriptional regulator/sugar kinase
COG1942	COG1942	1	0.913043	0.00021	Uncharacterized protein, 4-oxalocrotonate tautomerase homolog
COG1944	COG1944	1	0.982412	0.000226	Uncharacterized conserved protein
COG1947	IspE	1	0.986159	0.000227	4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase
COG1951	TtdA	1	0.996632	0.000229	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain
COG1952	SecB	1	0.987261	0.000227	Preprotein translocase subunit SecB
COG1959	COG1959	6	5.466666	0.001259	Predicted transcriptional regulator
COG1960	CaiA	11	10.712468	0.002469	Acyl-CoA dehydrogenases
COG1961	PinR	4	3.27027	0.000753	Site-specific recombinases, DNA invertase Pin homologs
COG1966	CstA	2	1.904347	0.000438	Carbon starvation protein, predicted membrane protein
COG1968	BacA	1	0.996296	0.000229	Undecaprenyl pyrophosphate phosphatase
COG1970	MscL	1	0.984615	0.000226	Large-conductance mechanosensitive channel
COG1971	COG1971	2	1.98421	0.000457	Predicted membrane protein
COG1974	LexA	1	0.985074	0.000227	SOS-response transcriptional repressors (RecA-mediated autopeptidases)
COG1975	XdhC	2	1.309352	0.000301	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family
COG1977	MoaD	1	0.988095	0.000227	Molybdopterin converting factor, small subunit
COG1981	COG1981	1	0.966442	0.000222	Predicted membrane protein
COG1983	PspC	1	0.885714	0.000204	Putative stress-responsive transcriptional regulator
COG1984	DUR1	1	0.987261	0.000227	Allophanate hydrolase subunit 2
COG1985	RibD	2	1.889908	0.000435	Pyrimidine reductase, riboflavin biosynthesis
COG1987	FliQ	3	2.786516	0.000642	Flagellar biosynthesis pathway, component FliQ
COG1988	COG1988	1	0.868421	0.0002	Predicted membrane-bound metal-dependent hydrolases
COG1994	SpoIVFB	2	1.786956	0.000411	Zn-dependent proteases
COG1995	PdxA	1	0.984939	0.000227	Pyridoxal phosphate biosynthesis protein
COG1999	COG1999	2	1.816425	0.000418	Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems
COG2001	COG2001	1	0.89726	0.000206	Uncharacterized protein conserved in bacteria
COG2003	RadC	1	0.96875	0.000223	DNA repair proteins
COG2005	ModE	3	2.546153	0.000586	N-terminal domain of molybdenum-binding protein
COG2008	GLY1	1	0.994152	0.000229	Threonine aldolase
COG2009	SdhC	1	0.969696	0.000223	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit
COG2010	CccA	7	4.913333	0.001132	Cytochrome c, mono- and diheme variants
COG2011	AbcD	1	0.977477	0.000225	ABC-type metal ion transport system, permease component
COG2014	COG2014	1	0.928	0.000213	Uncharacterized conserved protein
COG2017	GalM	3	2.883116	0.000664	Galactose mutarotase and related enzymes
COG2021	MET2	2	1.85326	0.000427	Homoserine acetyltransferase
COG2022	ThiG	1	0.980916	0.000226	Uncharacterized enzyme of thiazole biosynthesis
COG2025	FixB	3	2.990415	0.000689	Electron transfer flavoprotein, alpha subunit
COG2027	DacB	2	1.893617	0.000436	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4)
COG2030	MaoC	8	7.194968	0.001658	Acyl dehydratase
COG2037	Ftr	1	0.996632	0.000229	Formylmethanofuran:tetrahydromethanopterin formyltransferase
COG2038	CobT	1	0.971181	0.000223	NaMN:DMB phosphoribosyltransferase
COG2039	Pcp	1	0.927536	0.000213	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)
COG2041	COG2041	2	1.715867	0.000395	Sulfite oxidase and related enzymes
COG2049	DUR1	1	0.955156	0.00022	Allophanate hydrolase subunit 1
COG2050	PaaI	4	3.716312	0.000856	HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism
COG2054	COG2054	1	0.839622	0.000193	Uncharacterized archaeal kinase related to aspartokinases, uridylate kinases
COG2055	COG2055	3	2.936962	0.000676	Malate/L-lactate dehydrogenases
COG2057	AtoA	1	0.968888	0.000223	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit
COG2059	ChrA	2	1.758974	0.000405	Chromate transport protein ChrA
COG2060	KdpA	1	0.998214	0.00023	K+-transporting ATPase, A chain
COG2061	COG2061	2	0.864705	0.000199	ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase
COG2062	SixA	1	1	0.00023	Phosphohistidine phosphatase SixA
COG2063	FlgH	2	1.926086	0.000443	Flagellar basal body L-ring protein
COG2064	TadC	1	0.725	0.000167	Flp pilus assembly protein TadC
COG2067	FadL	1	0.954545	0.00022	Long-chain fatty acid transport protein
COG2068	COG2068	1	0.979899	0.000225	Uncharacterized MobA-related protein
COG2070	COG2070	3	2.66369	0.000613	Dioxygenases related to 2-nitropropane dioxygenase
COG2071	COG2071	2	1.909465	0.00044	Predicted glutamine amidotransferases
COG2076	EmrE	2	1.962264	0.000452	Membrane transporters of cations and cationic drugs
COG2079	PrpD	3	2.721854	0.000627	Uncharacterized protein involved in propionate catabolism
COG2080	CoxS	6	5.782051	0.001332	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs
COG2081	COG2081	1	0.992647	0.000228	Predicted flavoproteins
COG2082	CobH	1	0.904761	0.000208	Precorrin isomerase
COG2084	MmsB	6	5.972027	0.001376	3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases
COG2086	FixA	2	1.903846	0.000438	Electron transfer flavoprotein, beta subunit
COG2087	CobU	1	0.994285	0.000229	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase
COG2089	SpsE	1	0.988472	0.000227	Sialic acid synthase
COG2091	Sfp	2	1.363228	0.000314	Phosphopantetheinyl transferase
COG2095	MarC	2	1.965517	0.000453	Multiple antibiotic transporter
COG2096	COG2096	1	1	0.00023	cob(I)alamin adenosyltransferase
COG2099	CobK	1	0.972762	0.000224	Precorrin-6x reductase
COG2104	ThiS	1	0.941176	0.000216	Sulfur transfer protein involved in thiamine biosynthesis
COG2109	BtuR	1	0.979797	0.000225	ATP:corrinoid adenosyltransferase
COG2111	MnhB	2	1.820987	0.000419	Multisubunit Na+/H+ antiporter, MnhB subunit
COG2113	ProX	1	0.976821	0.000225	ABC-type proline/glycine betaine transport systems, periplasmic components
COG2114	CyaA	8	7.193832	0.001658	Adenylate cyclase, family 3 (some proteins contain HAMP domain)
COG2116	FocA	1	0.981132	0.000226	Formate/nitrite family of transporters
COG2127	COG2127	1	0.757009	0.000174	Uncharacterized conserved protein
COG2128	COG2128	5	3.932203	0.000906	Uncharacterized conserved protein
COG2129	COG2129	1	0.933628	0.000215	Predicted phosphoesterases, related to the Icc protein
COG2132	SufI	3	2.452328	0.000565	Putative multicopper oxidases
COG2133	COG2133	2	1.784461	0.000411	Glucose/sorbosone dehydrogenases
COG2135	COG2135	1	1	0.00023	Uncharacterized conserved protein
COG2137	OraA	1	0.91954	0.000211	Uncharacterized protein conserved in bacteria
COG2138	COG2138	1	0.959183	0.000221	Sirohydrochlorin ferrochelatase
COG2140	COG2140	1	0.339712	7.8e-05	Thermophilic glucose-6-phosphate isomerase and related metalloenzymes
COG2141	COG2141	1	0.982142	0.000226	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases
COG2142	SdhD	1	0.974358	0.000224	Succinate dehydrogenase, hydrophobic anchor subunit
COG2146	{NirD	1	0.95283	0.000219	Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases
COG2148	WcaJ	3	2.672566	0.000615	Sugar transferases involved in lipopolysaccharide synthesis
COG2151	PaaD	2	1.684684	0.000388	Predicted metal-sulfur cluster biosynthetic enzyme
COG2153	ElaA	1	0.954838	0.00022	Predicted acyltransferase
COG2154	COG2154	3	2.742574	0.000632	Pterin-4a-carbinolamine dehydratase
COG2156	KdpC	1	1	0.00023	K+-transporting ATPase, c chain
COG2169	Ada	1	0.363636	8.3e-05	Adenosine deaminase
COG2170	COG2170	1	0.964769	0.000222	Uncharacterized conserved protein
COG2171	DapD	1	0.996309	0.000229	Tetrahydrodipicolinate N-succinyltransferase
COG2173	DdpX	1	0.819905	0.000188	D-alanyl-D-alanine dipeptidase
COG2175	TauD	1	0.6993	0.000161	Probable taurine catabolism dioxygenase
COG2176	PolC	1	0.149584	3.4e-05	DNA polymerase III, alpha subunit (gram-positive type)
COG2177	FtsX	1	0.579124	0.000133	Cell division protein
COG2183	Tex	1	0.988461	0.000227	Transcriptional accessory protein
COG2185	Sbm	1	0.930069	0.000214	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)
COG2186	FadR	4	3.493775	0.000805	Transcriptional regulators
COG2187	COG2187	1	0.997032	0.000229	Uncharacterized protein conserved in bacteria
COG2188	PhnF	3	2.949152	0.000679	Transcriptional regulators
COG2190	NagE	1	0.878205	0.000202	Phosphotransferase system IIA components
COG2191	COG2191	1	0.640776	0.000147	Formylmethanofuran dehydrogenase subunit E
COG2193	Bfr	2	1.961783	0.000452	Bacterioferritin (cytochrome b1)
COG2197	CitB	19	15.563981	0.003587	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain
COG2198	ArcB	3	2.327868	0.000536	FOG: HPt domain
COG2199	COG2199	22	21.127071	0.004869	c-di-GMP synthetase (diguanylate cyclase, GGDEF domain)
COG2200	Rtn	12	11.484375	0.002646	c-di-GMP phosphodiesterase class I (EAL domain)
COG2201	CheB	5	4.457142	0.001027	Chemotaxis response regulator containing a CheY-like receiver domain and a methylesterase domain
COG2202	AtoS	68	58.719827	0.013533	FOG: PAS/PAC domain
COG2203	FhlA	5	4.777142	0.001101	FOG: GAF domain
COG2204	AtoC	20	11.118534	0.002562	Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains
COG2205	KdpD	2	1.141573	0.000263	Osmosensitive K+ channel histidine kinase
COG2206	COG2206	2	1.061046	0.000244	c-di-GMP phosphodiesterase class II (HD-GYP domain)
COG2207	AraC	10	8.244094	0.0019	AraC-type DNA-binding domain-containing proteins
COG2208	RsbU	7	4.670299	0.001076	Serine phosphatase RsbU, regulator of sigma subunit
COG2210	COG2210	1	0.970802	0.000223	Peroxiredoxin family protein
COG2212	MnhF	1	1	0.00023	Multisubunit Na+/H+ antiporter, MnhF subunit
COG2216	KdpB	1	1	0.00023	High-affinity K+ transport system, ATPase chain B
COG2217	ZntA	3	2.948106	0.000679	Cation transport ATPase
COG2218	FwdC	1	0.859848	0.000198	Formylmethanofuran dehydrogenase subunit C
COG2220	COG2220	1	0.945736	0.000217	Predicted Zn-dependent hydrolases of the beta-lactamase fold
COG2222	AgaS	1	0.997058	0.000229	Predicted phosphosugar isomerases
COG2223	NarK	2	1.510791	0.000348	Nitrate/nitrite transporter
COG2224	AceA	1	0.958429	0.00022	Isocitrate lyase
COG2225	AceB	2	1.981651	0.000456	Malate synthase
COG2226	UbiE	15	8.441176	0.001945	Methylase involved in ubiquinone/menaquinone biosynthesis
COG2227	UbiG	6	3.526748	0.000812	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase
COG2230	Cfa	7	3.734982	0.00086	Cyclopropane fatty acid synthase and related methyltransferases
COG2233	UraA	2	1.924611	0.000443	Xanthine/uracil permeases
COG2235	ArcA	1	0.99511	0.000229	Arginine deiminase
COG2239	MgtE	1	0.949002	0.000218	Mg/Co/Ni transporter MgtE (contains CBS domain)
COG2240	PdxK	1	0.996441	0.000229	Pyridoxal/pyridoxine/pyridoxamine kinase
COG2241	CobL	1	0.990476	0.000228	Precorrin-6B methylase 1
COG2242	CobL	1	1	0.00023	Precorrin-6B methylase 2
COG2243	CobF	1	0.982905	0.000226	Precorrin-2 methylase
